team,tournament_year,goals_scored,fbref_goals_per90,fbref_xg_per90,fbref_assists_per90
Lithuania,2002,2,0.2,0.17,0.08000000000000002
Lithuania,2003,11,1.1,0.935,0.44000000000000006
Lithuania,2004,6,0.6,0.51,0.24
Lithuania,2005,4,0.4,0.34,0.16000000000000003
Lithuania,2006,3,0.3,0.255,0.12
Lithuania,2007,8,0.8,0.68,0.32000000000000006
Lithuania,2008,8,0.8,0.68,0.32000000000000006
Lithuania,2009,4,0.4,0.34,0.16000000000000003
Lithuania,2010,4,0.4,0.34,0.16000000000000003
Lithuania,2011,2,0.2,0.17,0.08000000000000002
Lithuania,2012,3,0.3,0.255,0.12
Lithuania,2013,6,0.6,0.51,0.24
Lithuania,2014,4,0.4,0.34,0.16000000000000003
Lithuania,2015,4,0.4,0.34,0.16000000000000003
Lithuania,2016,8,0.8,0.68,0.32000000000000006
Lithuania,2017,2,0.2,0.17,0.08000000000000002
Lithuania,2018,4,0.4,0.34,0.16000000000000003
Lithuania,2019,5,0.5,0.425,0.2
Lithuania,2020,5,0.5,0.425,0.2
Lithuania,2021,5,0.5,0.425,0.2
Lithuania,2022,2,0.2,0.17,0.08000000000000002
Lithuania,2023,8,0.8,0.68,0.32000000000000006
Lithuania,2024,9,0.9,0.765,0.36000000000000004
Lithuania,2025,6,0.6,0.51,0.24
Luxembourg,1928,3,0.3,0.255,0.12
Luxembourg,1934,2,0.2,0.17,0.08000000000000002
Luxembourg,1938,2,0.2,0.17,0.08000000000000002
Luxembourg,1949,4,0.4,0.34,0.16000000000000003
Luxembourg,1953,1,0.1,0.085,0.04000000000000001
Luxembourg,1957,3,0.3,0.255,0.12
Luxembourg,1961,5,0.5,0.425,0.2
Luxembourg,1963,8,0.8,0.68,0.32000000000000006
Luxembourg,1964,1,0.1,0.085,0.04000000000000001
Luxembourg,1965,5,0.5,0.425,0.2
Luxembourg,1967,1,0.1,0.085,0.04000000000000001
Luxembourg,1969,4,0.4,0.34,0.16000000000000003
Luxembourg,1971,1,0.1,0.085,0.04000000000000001
Luxembourg,1972,2,0.2,0.17,0.08000000000000002
Luxembourg,1974,2,0.2,0.17,0.08000000000000002
Luxembourg,1975,5,0.5,0.425,0.2
Luxembourg,1976,2,0.2,0.17,0.08000000000000002
Luxembourg,1978,1,0.1,0.085,0.04000000000000001
Luxembourg,1979,1,0.1,0.085,0.04000000000000001
Luxembourg,1981,1,0.1,0.085,0.04000000000000001
Luxembourg,1982,1,0.1,0.085,0.04000000000000001
Luxembourg,1983,4,0.4,0.34,0.16000000000000003
Luxembourg,1985,2,0.2,0.17,0.08000000000000002
Luxembourg,1987,2,0.2,0.17,0.08000000000000002
Luxembourg,1988,1,0.1,0.085,0.04000000000000001
Luxembourg,1989,2,0.2,0.17,0.08000000000000002
Luxembourg,1990,2,0.2,0.17,0.08000000000000002
Luxembourg,1993,2,0.2,0.17,0.08000000000000002
Luxembourg,1995,3,0.3,0.255,0.12
Luxembourg,1996,1,0.1,0.085,0.04000000000000001
Luxembourg,1997,1,0.1,0.085,0.04000000000000001
Luxembourg,1999,2,0.2,0.17,0.08000000000000002
Luxembourg,2000,1,0.1,0.085,0.04000000000000001
Luxembourg,2001,3,0.3,0.255,0.12
Luxembourg,2004,4,0.4,0.34,0.16000000000000003
Luxembourg,2005,1,0.1,0.085,0.04000000000000001
Luxembourg,2007,2,0.2,0.17,0.08000000000000002
Luxembourg,2008,3,0.3,0.255,0.12
Luxembourg,2009,1,0.1,0.085,0.04000000000000001
Luxembourg,2011,3,0.3,0.255,0.12
Luxembourg,2012,2,0.2,0.17,0.08000000000000002
Luxembourg,2013,5,0.5,0.425,0.2
Luxembourg,2014,3,0.3,0.255,0.12
Luxembourg,2015,3,0.3,0.255,0.12
Luxembourg,2016,5,0.5,0.425,0.2
Luxembourg,2017,3,0.3,0.255,0.12
Luxembourg,2018,11,1.1,0.935,0.44000000000000006
Luxembourg,2019,7,0.7,0.595,0.27999999999999997
Luxembourg,2020,7,0.7,0.595,0.27999999999999997
Luxembourg,2021,8,0.8,0.68,0.32000000000000006
Luxembourg,2022,9,0.9,0.765,0.36000000000000004
Luxembourg,2023,13,1.3,1.105,0.52
Luxembourg,2024,3,0.3,0.255,0.12
Luxembourg,2025,1,0.1,0.085,0.04000000000000001
Macau,1985,4,0.4,0.34,0.16000000000000003
Macau,1993,1,0.1,0.085,0.04000000000000001
Macau,1997,3,0.3,0.255,0.12
Macau,2001,2,0.2,0.17,0.08000000000000002
Macau,2003,1,0.1,0.085,0.04000000000000001
Macau,2007,2,0.2,0.17,0.08000000000000002
Macau,2011,1,0.1,0.085,0.04000000000000001
Macau,2015,1,0.1,0.085,0.04000000000000001
Macau,2019,1,0.1,0.085,0.04000000000000001
Macau,2023,1,0.1,0.085,0.04000000000000001
Madagascar,1980,3,0.3,0.255,0.12
Madagascar,1985,1,0.1,0.085,0.04000000000000001
Madagascar,1992,5,0.5,0.425,0.2
Madagascar,1993,2,0.2,0.17,0.08000000000000002
Madagascar,1996,3,0.3,0.255,0.12
Madagascar,2000,5,0.5,0.425,0.2
Madagascar,2001,2,0.2,0.17,0.08000000000000002
Madagascar,2003,3,0.3,0.255,0.12
Madagascar,2007,10,1.0,0.85,0.4
Madagascar,2008,2,0.2,0.17,0.08000000000000002
Madagascar,2011,2,0.2,0.17,0.08000000000000002
Madagascar,2015,7,0.7,0.595,0.27999999999999997
Madagascar,2019,7,0.7,0.595,0.27999999999999997
Madagascar,2021,4,0.4,0.34,0.16000000000000003
Madagascar,2023,3,0.3,0.255,0.12
Madagascar,2024,2,0.2,0.17,0.08000000000000002
Madagascar,2025,12,1.2,1.02,0.48
Malawi,1980,1,0.1,0.085,0.04000000000000001
Malawi,1984,7,0.7,0.595,0.27999999999999997
Malawi,1988,3,0.3,0.255,0.12
Malawi,1989,3,0.3,0.255,0.12
Malawi,2000,3,0.3,0.255,0.12
Malawi,2001,3,0.3,0.255,0.12
Malawi,2003,3,0.3,0.255,0.12
Malawi,2004,6,0.6,0.51,0.24
Malawi,2005,6,0.6,0.51,0.24
Malawi,2008,14,1.4,1.19,0.5599999999999999
Malawi,2009,4,0.4,0.34,0.16000000000000003
Malawi,2010,4,0.4,0.34,0.16000000000000003
Malawi,2012,1,0.1,0.085,0.04000000000000001
Malawi,2013,3,0.3,0.255,0.12
Malawi,2015,1,0.1,0.085,0.04000000000000001
Malawi,2019,1,0.1,0.085,0.04000000000000001
Malawi,2021,2,0.2,0.17,0.08000000000000002
Malawi,2022,3,0.3,0.255,0.12
Malawi,2023,1,0.1,0.085,0.04000000000000001
Malawi,2024,3,0.3,0.255,0.12
Malawi,2025,4,0.4,0.34,0.16000000000000003
Malaysia,1973,2,0.2,0.17,0.08000000000000002
Malaysia,1976,1,0.1,0.085,0.04000000000000001
Malaysia,1977,7,0.7,0.595,0.27999999999999997
Malaysia,1980,5,0.5,0.425,0.2
Malaysia,1981,3,0.3,0.255,0.12
Malaysia,1985,6,0.6,0.51,0.24
Malaysia,1989,8,0.8,0.68,0.32000000000000006
Malaysia,1993,16,1.6,1.36,0.6400000000000001
Malaysia,1997,5,0.5,0.425,0.2
Malaysia,2001,8,0.8,0.68,0.32000000000000006
Malaysia,2004,2,0.2,0.17,0.08000000000000002
Malaysia,2007,2,0.2,0.17,0.08000000000000002
Malaysia,2011,8,0.8,0.68,0.32000000000000006
Malaysia,2015,1,0.1,0.085,0.04000000000000001
Malaysia,2019,20,2.0,1.7,0.8
Malaysia,2021,2,0.2,0.17,0.08000000000000002
Malaysia,2023,5,0.5,0.425,0.2
Malaysia,2024,7,0.7,0.595,0.27999999999999997
Maldives,2001,8,0.8,0.68,0.32000000000000006
Maldives,2003,13,1.3,1.105,0.52
Maldives,2004,5,0.5,0.425,0.2
Maldives,2007,2,0.2,0.17,0.08000000000000002
Maldives,2015,4,0.4,0.34,0.16000000000000003
Maldives,2016,4,0.4,0.34,0.16000000000000003
Maldives,2019,6,0.6,0.51,0.24
Maldives,2021,1,0.1,0.085,0.04000000000000001
Maldives,2023,2,0.2,0.17,0.08000000000000002
Mali,1972,11,1.1,0.935,0.44000000000000006
Mali,1994,4,0.4,0.34,0.16000000000000003
Mali,2000,3,0.3,0.255,0.12
Mali,2002,5,0.5,0.425,0.2
Mali,2003,4,0.4,0.34,0.16000000000000003
Mali,2004,13,1.3,1.105,0.52
Mali,2005,8,0.8,0.68,0.32000000000000006
Mali,2008,14,1.4,1.19,0.5599999999999999
Mali,2009,8,0.8,0.68,0.32000000000000006
Mali,2010,7,0.7,0.595,0.27999999999999997
Mali,2012,8,0.8,0.68,0.32000000000000006
Mali,2013,12,1.2,1.02,0.48
Mali,2015,6,0.6,0.51,0.24
Mali,2016,1,0.1,0.085,0.04000000000000001
Mali,2017,1,0.1,0.085,0.04000000000000001
Mali,2019,6,0.6,0.51,0.24
Mali,2021,11,1.1,0.935,0.44000000000000006
Mali,2022,4,0.4,0.34,0.16000000000000003
Mali,2023,4,0.4,0.34,0.16000000000000003
Mali,2024,7,0.7,0.595,0.27999999999999997
Mali,2025,14,1.4,1.19,0.5599999999999999
Mali,2026,1,0.1,0.085,0.04000000000000001
Malta,1962,2,0.2,0.17,0.08000000000000002
Malta,1970,2,0.2,0.17,0.08000000000000002
Malta,1973,1,0.1,0.085,0.04000000000000001
Malta,1975,2,0.2,0.17,0.08000000000000002
Malta,1979,2,0.2,0.17,0.08000000000000002
Malta,1981,2,0.2,0.17,0.08000000000000002
Malta,1982,2,0.2,0.17,0.08000000000000002
Malta,1983,3,0.3,0.255,0.12
Malta,1984,2,0.2,0.17,0.08000000000000002
Malta,1985,4,0.4,0.34,0.16000000000000003
Malta,1987,4,0.4,0.34,0.16000000000000003
Malta,1988,2,0.2,0.17,0.08000000000000002
Malta,1989,1,0.1,0.085,0.04000000000000001
Malta,1990,1,0.1,0.085,0.04000000000000001
Malta,1991,1,0.1,0.085,0.04000000000000001
Malta,1992,1,0.1,0.085,0.04000000000000001
Malta,1993,2,0.2,0.17,0.08000000000000002
Malta,1994,1,0.1,0.085,0.04000000000000001
Malta,1995,1,0.1,0.085,0.04000000000000001
Malta,1997,2,0.2,0.17,0.08000000000000002
Malta,1998,2,0.2,0.17,0.08000000000000002
Malta,1999,4,0.4,0.34,0.16000000000000003
Malta,2001,4,0.4,0.34,0.16000000000000003
Malta,2002,1,0.1,0.085,0.04000000000000001
Malta,2003,4,0.4,0.34,0.16000000000000003
Malta,2004,1,0.1,0.085,0.04000000000000001
Malta,2005,3,0.3,0.255,0.12
Malta,2006,4,0.4,0.34,0.16000000000000003
Malta,2007,6,0.6,0.51,0.24
Malta,2010,1,0.1,0.085,0.04000000000000001
Malta,2011,3,0.3,0.255,0.12
Malta,2012,1,0.1,0.085,0.04000000000000001
Malta,2013,4,0.4,0.34,0.16000000000000003
Malta,2014,1,0.1,0.085,0.04000000000000001
Malta,2015,2,0.2,0.17,0.08000000000000002
Malta,2016,1,0.1,0.085,0.04000000000000001
Malta,2017,2,0.2,0.17,0.08000000000000002
Malta,2018,5,0.5,0.425,0.2
Malta,2019,3,0.3,0.255,0.12
Malta,2020,8,0.8,0.68,0.32000000000000006
Malta,2021,9,0.9,0.765,0.36000000000000004
Malta,2022,5,0.5,0.425,0.2
Malta,2023,2,0.2,0.17,0.08000000000000002
Malta,2024,2,0.2,0.17,0.08000000000000002
Malta,2025,4,0.4,0.34,0.16000000000000003
Martinique,1993,3,0.3,0.255,0.12
Martinique,2002,2,0.2,0.17,0.08000000000000002
Martinique,2013,2,0.2,0.17,0.08000000000000002
Martinique,2017,4,0.4,0.34,0.16000000000000003
Martinique,2019,5,0.5,0.425,0.2
Martinique,2021,3,0.3,0.255,0.12
Martinique,2023,7,0.7,0.595,0.27999999999999997
Mauritania,1976,1,0.1,0.085,0.04000000000000001
Mauritania,2000,1,0.1,0.085,0.04000000000000001
Mauritania,2003,2,0.2,0.17,0.08000000000000002
Mauritania,2008,2,0.2,0.17,0.08000000000000002
Mauritania,2015,7,0.7,0.595,0.27999999999999997
Mauritania,2019,1,0.1,0.085,0.04000000000000001
Mauritania,2021,2,0.2,0.17,0.08000000000000002
Mauritania,2024,3,0.3,0.255,0.12
Mauritania,2025,4,0.4,0.34,0.16000000000000003
Mauritius,1972,3,0.3,0.255,0.12
Mauritius,1974,2,0.2,0.17,0.08000000000000002
Mauritius,1996,1,0.1,0.085,0.04000000000000001
Mauritius,2000,2,0.2,0.17,0.08000000000000002
Mauritius,2003,3,0.3,0.255,0.12
Mauritius,2008,3,0.3,0.255,0.12
Mauritius,2015,2,0.2,0.17,0.08000000000000002
Mauritius,2024,3,0.3,0.255,0.12
Mauritius,2025,4,0.4,0.34,0.16000000000000003
Mexico,1928,2,0.2,0.17,0.08000000000000002
Mexico,1930,4,0.4,0.34,0.16000000000000003
Mexico,1934,14,1.4,1.19,0.5599999999999999
Mexico,1947,8,0.8,0.68,0.32000000000000006
Mexico,1949,17,1.7,1.4449999999999998,0.68
Mexico,1950,2,0.2,0.17,0.08000000000000002
Mexico,1953,12,1.2,1.02,0.48
Mexico,1954,9,0.9,0.765,0.36000000000000004
Mexico,1957,21,2.1,1.785,0.8400000000000001
Mexico,1958,1,0.1,0.085,0.04000000000000001
Mexico,1960,6,0.6,0.51,0.24
Mexico,1961,12,1.2,1.02,0.48
Mexico,1962,3,0.3,0.255,0.12
Mexico,1963,9,0.9,0.765,0.36000000000000004
Mexico,1965,33,3.3,2.8049999999999997,1.32
Mexico,1966,1,0.1,0.085,0.04000000000000001
Mexico,1967,10,1.0,0.85,0.4
Mexico,1969,4,0.4,0.34,0.16000000000000003
Mexico,1970,6,0.6,0.51,0.24
Mexico,1971,6,0.6,0.51,0.24
Mexico,1973,10,1.0,0.85,0.4
Mexico,1977,20,2.0,1.7,0.8
Mexico,1978,2,0.2,0.17,0.08000000000000002
Mexico,1981,6,0.6,0.51,0.24
Mexico,1986,6,0.6,0.51,0.24
Mexico,1991,10,1.0,0.85,0.4
Mexico,1992,22,2.2,1.87,0.8800000000000001
Mexico,1993,54,5.4,4.59,2.16
Mexico,1994,4,0.4,0.34,0.16000000000000003
Mexico,1995,9,0.9,0.765,0.36000000000000004
Mexico,1996,23,2.3,1.9549999999999998,0.9199999999999999
Mexico,1997,39,3.9,3.315,1.56
Mexico,1998,16,1.6,1.36,0.6400000000000001
Mexico,1999,23,2.3,1.9549999999999998,0.9199999999999999
Mexico,2000,23,2.3,1.9549999999999998,0.9199999999999999
Mexico,2001,22,2.2,1.87,0.8800000000000001
Mexico,2002,8,0.8,0.68,0.32000000000000006
Mexico,2003,9,0.9,0.765,0.36000000000000004
Mexico,2004,50,5.0,4.25,2.0
Mexico,2005,36,3.6,3.06,1.4400000000000002
Mexico,2006,5,0.5,0.425,0.2
Mexico,2007,20,2.0,1.7,0.8
Mexico,2008,18,1.8,1.53,0.7200000000000001
Mexico,2009,33,3.3,2.8049999999999997,1.32
Mexico,2010,4,0.4,0.34,0.16000000000000003
Mexico,2011,23,2.3,1.9549999999999998,0.9199999999999999
Mexico,2012,15,1.5,1.275,0.6000000000000001
Mexico,2013,27,2.7,2.295,1.08
Mexico,2014,5,0.5,0.425,0.2
Mexico,2015,25,2.5,2.125,1.0
Mexico,2016,16,1.6,1.36,0.6400000000000001
Mexico,2017,28,2.8,2.38,1.1199999999999999
Mexico,2018,3,0.3,0.255,0.12
Mexico,2019,16,1.6,1.36,0.6400000000000001
Mexico,2021,20,2.0,1.7,0.8
Mexico,2022,8,0.8,0.68,0.32000000000000006
Mexico,2023,13,1.3,1.105,0.52
Mexico,2024,1,0.1,0.085,0.04000000000000001
Mexico,2025,10,1.0,0.85,0.4
Mexico,2026,2,0.2,0.17,0.08000000000000002
Moldova,1994,5,0.5,0.425,0.2
Moldova,1995,6,0.6,0.51,0.24
Moldova,1996,2,0.2,0.17,0.08000000000000002
Moldova,1998,5,0.5,0.425,0.2
Moldova,1999,2,0.2,0.17,0.08000000000000002
Moldova,2001,6,0.6,0.51,0.24
Moldova,2003,5,0.5,0.425,0.2
Moldova,2004,1,0.1,0.085,0.04000000000000001
Moldova,2005,4,0.4,0.34,0.16000000000000003
Moldova,2006,2,0.2,0.17,0.08000000000000002
Moldova,2007,10,1.0,0.85,0.4
Moldova,2008,2,0.2,0.17,0.08000000000000002
Moldova,2009,4,0.4,0.34,0.16000000000000003
Moldova,2010,5,0.5,0.425,0.2
Moldova,2011,7,0.7,0.595,0.27999999999999997
Moldova,2012,2,0.2,0.17,0.08000000000000002
Moldova,2013,10,1.0,0.85,0.4
Moldova,2014,2,0.2,0.17,0.08000000000000002
Moldova,2015,2,0.2,0.17,0.08000000000000002
Moldova,2016,2,0.2,0.17,0.08000000000000002
Moldova,2017,2,0.2,0.17,0.08000000000000002
Moldova,2018,4,0.4,0.34,0.16000000000000003
Moldova,2019,4,0.4,0.34,0.16000000000000003
Moldova,2020,1,0.1,0.085,0.04000000000000001
Moldova,2021,5,0.5,0.425,0.2
Moldova,2022,12,1.2,1.02,0.48
Moldova,2023,7,0.7,0.595,0.27999999999999997
Moldova,2024,5,0.5,0.425,0.2
Moldova,2025,5,0.5,0.425,0.2
Mongolia,2001,2,0.2,0.17,0.08000000000000002
Mongolia,2007,2,0.2,0.17,0.08000000000000002
Mongolia,2011,1,0.1,0.085,0.04000000000000001
Mongolia,2019,5,0.5,0.425,0.2
Mongolia,2021,1,0.1,0.085,0.04000000000000001
Montenegro,2008,3,0.3,0.255,0.12
Montenegro,2009,6,0.6,0.51,0.24
Montenegro,2010,3,0.3,0.255,0.12
Montenegro,2011,4,0.4,0.34,0.16000000000000003
Montenegro,2012,12,1.2,1.02,0.48
Montenegro,2013,6,0.6,0.51,0.24
Montenegro,2014,3,0.3,0.255,0.12
Montenegro,2015,7,0.7,0.595,0.27999999999999997
Montenegro,2016,9,0.9,0.765,0.36000000000000004
Montenegro,2017,11,1.1,0.935,0.44000000000000006
Montenegro,2018,7,0.7,0.595,0.27999999999999997
Montenegro,2019,3,0.3,0.255,0.12
Montenegro,2020,10,1.0,0.85,0.4
Montenegro,2021,14,1.4,1.19,0.5599999999999999
Montenegro,2022,6,0.6,0.51,0.24
Montenegro,2023,9,0.9,0.765,0.36000000000000004
Montenegro,2024,4,0.4,0.34,0.16000000000000003
Montenegro,2025,8,0.8,0.68,0.32000000000000006
Montserrat,2000,1,0.1,0.085,0.04000000000000001
Montserrat,2008,1,0.1,0.085,0.04000000000000001
Montserrat,2011,3,0.3,0.255,0.12
Montserrat,2015,3,0.3,0.255,0.12
Montserrat,2021,9,0.9,0.765,0.36000000000000004
Montserrat,2024,2,0.2,0.17,0.08000000000000002
Montserrat,2025,1,0.1,0.085,0.04000000000000001
Morocco,1960,3,0.3,0.255,0.12
Morocco,1961,4,0.4,0.34,0.16000000000000003
Morocco,1968,1,0.1,0.085,0.04000000000000001
Morocco,1969,10,1.0,0.85,0.4
Morocco,1970,2,0.2,0.17,0.08000000000000002
Morocco,1972,5,0.5,0.425,0.2
Morocco,1973,10,1.0,0.85,0.4
Morocco,1976,12,1.2,1.02,0.48
Morocco,1977,1,0.1,0.085,0.04000000000000001
Morocco,1978,2,0.2,0.17,0.08000000000000002
Morocco,1980,7,0.7,0.595,0.27999999999999997
Morocco,1981,2,0.2,0.17,0.08000000000000002
Morocco,1984,5,0.5,0.425,0.2
Morocco,1985,7,0.7,0.595,0.27999999999999997
Morocco,1986,7,0.7,0.595,0.27999999999999997
Morocco,1988,3,0.3,0.255,0.12
Morocco,1989,4,0.4,0.34,0.16000000000000003
Morocco,1992,8,0.8,0.68,0.32000000000000006
Morocco,1993,12,1.2,1.02,0.48
Morocco,1994,2,0.2,0.17,0.08000000000000002
Morocco,1996,4,0.4,0.34,0.16000000000000003
Morocco,1997,10,1.0,0.85,0.4
Morocco,1998,11,1.1,0.935,0.44000000000000006
Morocco,2000,6,0.6,0.51,0.24
Morocco,2001,6,0.6,0.51,0.24
Morocco,2002,3,0.3,0.255,0.12
Morocco,2004,18,1.8,1.53,0.7200000000000001
Morocco,2005,13,1.3,1.105,0.52
Morocco,2008,18,1.8,1.53,0.7200000000000001
Morocco,2009,3,0.3,0.255,0.12
Morocco,2012,7,0.7,0.595,0.27999999999999997
Morocco,2013,9,0.9,0.765,0.36000000000000004
Morocco,2015,2,0.2,0.17,0.08000000000000002
Morocco,2017,15,1.5,1.275,0.6000000000000001
Morocco,2018,2,0.2,0.17,0.08000000000000002
Morocco,2019,4,0.4,0.34,0.16000000000000003
Morocco,2021,20,2.0,1.7,0.8
Morocco,2022,19,1.9,1.615,0.76
Morocco,2023,2,0.2,0.17,0.08000000000000002
Morocco,2024,13,1.3,1.105,0.52
Morocco,2025,18,1.8,1.53,0.7200000000000001
Morocco,2026,4,0.4,0.34,0.16000000000000003
Mozambique,1980,3,0.3,0.255,0.12
Mozambique,1992,1,0.1,0.085,0.04000000000000001
Mozambique,1993,2,0.2,0.17,0.08000000000000002
Mozambique,1996,2,0.2,0.17,0.08000000000000002
Mozambique,1998,1,0.1,0.085,0.04000000000000001
Mozambique,2000,2,0.2,0.17,0.08000000000000002
Mozambique,2003,3,0.3,0.255,0.12
Mozambique,2008,7,0.7,0.595,0.27999999999999997
Mozambique,2009,3,0.3,0.255,0.12
Mozambique,2010,2,0.2,0.17,0.08000000000000002
Mozambique,2011,5,0.5,0.425,0.2
Mozambique,2013,2,0.2,0.17,0.08000000000000002
Mozambique,2015,1,0.1,0.085,0.04000000000000001
Mozambique,2019,3,0.3,0.255,0.12
Mozambique,2021,2,0.2,0.17,0.08000000000000002
Mozambique,2023,3,0.3,0.255,0.12
Mozambique,2024,7,0.7,0.595,0.27999999999999997
Mozambique,2025,12,1.2,1.02,0.48
Myanmar,1968,5,0.5,0.425,0.2
Myanmar,2011,2,0.2,0.17,0.08000000000000002
Myanmar,2015,5,0.5,0.425,0.2
Myanmar,2016,1,0.1,0.085,0.04000000000000001
Myanmar,2019,5,0.5,0.425,0.2
Myanmar,2021,1,0.1,0.085,0.04000000000000001
Myanmar,2023,6,0.6,0.51,0.24
Myanmar,2024,2,0.2,0.17,0.08000000000000002
Namibia,1996,4,0.4,0.34,0.16000000000000003
Namibia,1997,5,0.5,0.425,0.2
Namibia,1998,7,0.7,0.595,0.27999999999999997
Namibia,2000,4,0.4,0.34,0.16000000000000003
Namibia,2001,3,0.3,0.255,0.12
Namibia,2003,1,0.1,0.085,0.04000000000000001
Namibia,2008,9,0.9,0.765,0.36000000000000004
Namibia,2011,8,0.8,0.68,0.32000000000000006
Namibia,2012,1,0.1,0.085,0.04000000000000001
Namibia,2013,1,0.1,0.085,0.04000000000000001
Namibia,2015,3,0.3,0.255,0.12
Namibia,2019,5,0.5,0.425,0.2
Namibia,2021,5,0.5,0.425,0.2
Namibia,2023,2,0.2,0.17,0.08000000000000002
Namibia,2024,2,0.2,0.17,0.08000000000000002
Namibia,2025,7,0.7,0.595,0.27999999999999997
Nepal,1997,2,0.2,0.17,0.08000000000000002
Nepal,2001,13,1.3,1.105,0.52
Nepal,2011,8,0.8,0.68,0.32000000000000006
Nepal,2019,2,0.2,0.17,0.08000000000000002
Nepal,2021,2,0.2,0.17,0.08000000000000002
Nepal,2023,2,0.2,0.17,0.08000000000000002
Nepal,2024,2,0.2,0.17,0.08000000000000002
Netherlands,1924,11,1.1,0.935,0.44000000000000006
Netherlands,1928,5,0.5,0.425,0.2
Netherlands,1934,11,1.1,0.935,0.44000000000000006
Netherlands,1937,4,0.4,0.34,0.16000000000000003
Netherlands,1938,1,0.1,0.085,0.04000000000000001
Netherlands,1957,12,1.2,1.02,0.48
Netherlands,1961,4,0.4,0.34,0.16000000000000003
Netherlands,1962,3,0.3,0.255,0.12
Netherlands,1963,3,0.3,0.255,0.12
Netherlands,1964,4,0.4,0.34,0.16000000000000003
Netherlands,1965,2,0.2,0.17,0.08000000000000002
Netherlands,1966,4,0.4,0.34,0.16000000000000003
Netherlands,1967,7,0.7,0.595,0.27999999999999997
Netherlands,1968,2,0.2,0.17,0.08000000000000002
Netherlands,1969,7,0.7,0.595,0.27999999999999997
Netherlands,1970,1,0.1,0.085,0.04000000000000001
Netherlands,1971,17,1.7,1.4449999999999998,0.68
Netherlands,1972,9,0.9,0.765,0.36000000000000004
Netherlands,1973,15,1.5,1.275,0.6000000000000001
Netherlands,1974,21,2.1,1.785,0.8400000000000001
Netherlands,1975,8,0.8,0.68,0.32000000000000006
Netherlands,1976,14,1.4,1.19,0.5599999999999999
Netherlands,1977,8,0.8,0.68,0.32000000000000006
Netherlands,1978,24,2.4,2.04,0.96
Netherlands,1979,11,1.1,0.935,0.44000000000000006
Netherlands,1980,5,0.5,0.425,0.2
Netherlands,1981,10,1.0,0.85,0.4
Netherlands,1982,9,0.9,0.765,0.36000000000000004
Netherlands,1983,13,1.3,1.105,0.52
Netherlands,1984,2,0.2,0.17,0.08000000000000002
Netherlands,1985,11,1.1,0.935,0.44000000000000006
Netherlands,1986,3,0.3,0.255,0.12
Netherlands,1987,20,2.0,1.7,0.8
Netherlands,1988,9,0.9,0.765,0.36000000000000004
Netherlands,1989,7,0.7,0.595,0.27999999999999997
Netherlands,1990,13,1.3,1.105,0.52
Netherlands,1991,7,0.7,0.595,0.27999999999999997
Netherlands,1992,12,1.2,1.02,0.48
Netherlands,1993,23,2.3,1.9549999999999998,0.9199999999999999
Netherlands,1994,18,1.8,1.53,0.7200000000000001
Netherlands,1995,15,1.5,1.275,0.6000000000000001
Netherlands,1996,16,1.6,1.36,0.6400000000000001
Netherlands,1997,13,1.3,1.105,0.52
Netherlands,1998,13,1.3,1.105,0.52
Netherlands,2000,19,1.9,1.615,0.76
Netherlands,2001,24,2.4,2.04,0.96
Netherlands,2002,6,0.6,0.51,0.24
Netherlands,2003,20,2.0,1.7,0.8
Netherlands,2004,17,1.7,1.4449999999999998,0.68
Netherlands,2005,17,1.7,1.4449999999999998,0.68
Netherlands,2006,10,1.0,0.85,0.4
Netherlands,2007,8,0.8,0.68,0.32000000000000006
Netherlands,2008,15,1.5,1.275,0.6000000000000001
Netherlands,2009,12,1.2,1.02,0.48
Netherlands,2010,24,2.4,2.04,0.96
Netherlands,2011,25,2.5,2.125,1.0
Netherlands,2012,15,1.5,1.275,0.6000000000000001
Netherlands,2013,21,2.1,1.785,0.8400000000000001
Netherlands,2014,25,2.5,2.125,1.0
Netherlands,2015,7,0.7,0.595,0.27999999999999997
Netherlands,2016,8,0.8,0.68,0.32000000000000006
Netherlands,2017,13,1.3,1.105,0.52
Netherlands,2018,8,0.8,0.68,0.32000000000000006
Netherlands,2019,27,2.7,2.295,1.08
Netherlands,2020,7,0.7,0.595,0.27999999999999997
Netherlands,2021,41,4.1,3.4849999999999994,1.64
Netherlands,2022,24,2.4,2.04,0.96
Netherlands,2023,21,2.1,1.785,0.8400000000000001
Netherlands,2024,23,2.3,1.9549999999999998,0.9199999999999999
Netherlands,2025,32,3.2,2.72,1.2800000000000002
Netherlands,2026,2,0.2,0.17,0.08000000000000002
New Caledonia,1973,10,1.0,0.85,0.4
New Caledonia,1980,14,1.4,1.19,0.5599999999999999
New Caledonia,2002,1,0.1,0.085,0.04000000000000001
New Caledonia,2004,16,1.6,1.36,0.6400000000000001
New Caledonia,2007,7,0.7,0.595,0.27999999999999997
New Caledonia,2008,5,0.5,0.425,0.2
New Caledonia,2012,34,3.4,2.8899999999999997,1.36
New Caledonia,2013,2,0.2,0.17,0.08000000000000002
New Caledonia,2016,9,0.9,0.765,0.36000000000000004
New Caledonia,2017,4,0.4,0.34,0.16000000000000003
New Caledonia,2022,2,0.2,0.17,0.08000000000000002
New Caledonia,2024,7,0.7,0.595,0.27999999999999997
New Caledonia,2025,3,0.3,0.255,0.12
New Zealand,1973,18,1.8,1.53,0.7200000000000001
